dataset,arch,config,subset,subset_size,seed,epoch,replace,K,train_acc,test_acc,ckpt
emnist,deep,drop,,47,1032,epoch10,none,5,0.815531914893617,0.8125531914893617,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch10.safetensors
emnist,deep,drop,,47,1032,epoch10,hidden,5,0.16608156028368795,0.16617021276595745,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch10.safetensors
emnist,deep,drop,,47,1032,epoch100,none,5,0.8486879432624114,0.8423936170212766,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch100.safetensors
emnist,deep,drop,,47,1032,epoch100,hidden,5,0.15354609929078014,0.15335106382978722,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch100.safetensors
emnist,deep,drop,,47,1032,epoch150,none,5,0.8534219858156028,0.8457978723404256,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch150.safetensors
emnist,deep,drop,,47,1032,epoch150,hidden,5,0.14365248226950356,0.1475531914893617,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch150.safetensors
emnist,deep,drop,,47,1032,epoch200,none,5,0.8561081560283688,0.8498404255319149,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch200.safetensors
emnist,deep,drop,,47,1032,epoch200,hidden,5,0.12884751773049646,0.12882978723404256,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch200.safetensors
emnist,deep,drop,,47,1032,epoch25,none,5,0.8265691489361702,0.8221808510638298,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch25.safetensors
emnist,deep,drop,,47,1032,epoch25,hidden,5,0.1540691489361702,0.15308510638297873,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch25.safetensors
emnist,deep,drop,,47,1032,epoch50,none,5,0.8389450354609929,0.8325,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch50.safetensors
emnist,deep,drop,,47,1032,epoch50,hidden,5,0.1466578014184397,0.14611702127659573,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch50.safetensors
emnist,deep,drop,,47,1032,epoch75,none,5,0.8431382978723404,0.8378723404255319,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch75.safetensors
emnist,deep,drop,,47,1032,epoch75,hidden,5,0.13522163120567376,0.13553191489361702,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch75.safetensors
emnist,deep,drop,,47,1362,epoch10,none,5,0.8169858156028369,0.8127127659574468,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch10.safetensors
emnist,deep,drop,,47,1362,epoch10,hidden,5,0.18310283687943263,0.1802127659574468,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch10.safetensors
emnist,deep,drop,,47,1362,epoch100,none,5,0.8492464539007092,0.8429255319148936,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch100.safetensors
emnist,deep,drop,,47,1362,epoch100,hidden,5,0.1463918439716312,0.14196808510638298,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch100.safetensors
emnist,deep,drop,,47,1362,epoch150,none,5,0.8545035460992908,0.847872340425532,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch150.safetensors
emnist,deep,drop,,47,1362,epoch150,hidden,5,0.14509751773049645,0.1452127659574468,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch150.safetensors
emnist,deep,drop,,47,1362,epoch200,none,5,0.8573670212765957,0.8504787234042553,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch200.safetensors
emnist,deep,drop,,47,1362,epoch200,hidden,5,0.1466223404255319,0.14345744680851064,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch200.safetensors
emnist,deep,drop,,47,1362,epoch25,none,5,0.8283421985815603,0.8270212765957446,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch25.safetensors
emnist,deep,drop,,47,1362,epoch25,hidden,5,0.14688829787234042,0.14654255319148937,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch25.safetensors
emnist,deep,drop,,47,1362,epoch50,none,5,0.8375709219858156,0.8329787234042553,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch50.safetensors
