dataset,arch,config,subset,subset_size,seed,epoch,replace,K,train_acc,test_acc,ckpt
emnist,deep,drop,,47,1032,epoch10,none,2,0.815531914893617,0.8125531914893617,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch10.safetensors
emnist,deep,drop,,47,1032,epoch10,hidden,2,0.08624113475177304,0.08617021276595745,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch10.safetensors
emnist,deep,drop,,47,1032,epoch100,none,2,0.8486879432624114,0.8423936170212766,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch100.safetensors
emnist,deep,drop,,47,1032,epoch100,hidden,2,0.06411347517730497,0.06952127659574468,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch100.safetensors
emnist,deep,drop,,47,1032,epoch150,none,2,0.8534219858156028,0.8457978723404256,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch150.safetensors
emnist,deep,drop,,47,1032,epoch150,hidden,2,0.05527482269503546,0.056914893617021275,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch150.safetensors
emnist,deep,drop,,47,1032,epoch200,none,2,0.8561081560283688,0.8498404255319149,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch200.safetensors
emnist,deep,drop,,47,1032,epoch200,hidden,2,0.06983156028368795,0.06872340425531914,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch200.safetensors
emnist,deep,drop,,47,1032,epoch25,none,2,0.8265691489361702,0.8221808510638298,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch25.safetensors
emnist,deep,drop,,47,1032,epoch25,hidden,2,0.0647695035460993,0.06930851063829788,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch25.safetensors
emnist,deep,drop,,47,1032,epoch50,none,2,0.8389450354609929,0.8325,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch50.safetensors
emnist,deep,drop,,47,1032,epoch50,hidden,2,0.04499113475177305,0.045319148936170214,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch50.safetensors
emnist,deep,drop,,47,1032,epoch75,none,2,0.8431382978723404,0.8378723404255319,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch75.safetensors
emnist,deep,drop,,47,1032,epoch75,hidden,2,0.06611702127659574,0.06622340425531915,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1032\epoch75.safetensors
emnist,deep,drop,,47,1362,epoch10,none,2,0.8169858156028369,0.8127127659574468,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch10.safetensors
emnist,deep,drop,,47,1362,epoch10,hidden,2,0.07096631205673759,0.07170212765957447,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch10.safetensors
emnist,deep,drop,,47,1362,epoch100,none,2,0.8492464539007092,0.8429255319148936,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch100.safetensors
emnist,deep,drop,,47,1362,epoch100,hidden,2,0.05486702127659574,0.053085106382978725,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch100.safetensors
emnist,deep,drop,,47,1362,epoch150,none,2,0.8545035460992908,0.847872340425532,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch150.safetensors
emnist,deep,drop,,47,1362,epoch150,hidden,2,0.05965425531914893,0.06132978723404255,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch150.safetensors
emnist,deep,drop,,47,1362,epoch200,none,2,0.8573670212765957,0.8504787234042553,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch200.safetensors
emnist,deep,drop,,47,1362,epoch200,hidden,2,0.05653368794326241,0.05638297872340425,D:\generating_vector_data\group_of_7\emnist_deep_drop\seed1362\epoch200.safetensors
