dataset,arch,config,subset,subset_size,seed,epoch,replace,K,train_acc,test_acc,ckpt
emnist,deep,drop,fifteen_1,15,1032,epoch10,none,3,0.938,0.9356666666666666,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch10.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch10,hidden,3,0.2325,0.235,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch10.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch100,none,3,0.9604722222222222,0.954,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch100.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch100,hidden,3,0.24269444444444443,0.24266666666666667,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch100.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch150,none,3,0.9648333333333333,0.9595,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch150.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch150,hidden,3,0.2145,0.219,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch150.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch200,none,3,0.9653888888888889,0.96,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch200.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch200,hidden,3,0.21897222222222223,0.22133333333333333,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch200.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch25,none,3,0.9493611111111111,0.9448333333333333,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch25.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch25,hidden,3,0.23544444444444446,0.23616666666666666,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch25.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch50,none,3,0.9555277777777778,0.9488333333333333,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch50.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch50,hidden,3,0.2766388888888889,0.2831666666666667,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch50.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch75,none,3,0.9596388888888889,0.9543333333333334,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch75.safetensors
emnist,deep,drop,fifteen_1,15,1032,epoch75,hidden,3,0.26213888888888887,0.26516666666666666,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1032\epoch75.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch10,none,3,0.9379166666666666,0.9365,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch10.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch10,hidden,3,0.29447222222222225,0.2956666666666667,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch10.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch100,none,3,0.9594166666666667,0.9548333333333333,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch100.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch100,hidden,3,0.30883333333333335,0.31266666666666665,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch100.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch150,none,3,0.9643611111111111,0.9586666666666667,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch150.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch150,hidden,3,0.3047222222222222,0.30966666666666665,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch150.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch200,none,3,0.9645555555555556,0.9583333333333334,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch200.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch200,hidden,3,0.31216666666666665,0.32233333333333336,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch200.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch25,none,3,0.95025,0.9473333333333334,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch25.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch25,hidden,3,0.2808333333333333,0.2815,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch25.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch50,none,3,0.95575,0.9485,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch50.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch50,hidden,3,0.32558333333333334,0.32183333333333336,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch50.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch75,none,3,0.9589166666666666,0.955,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch75.safetensors
emnist,deep,drop,fifteen_1,15,1362,epoch75,hidden,3,0.3253611111111111,0.3273333333333333,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed1362\epoch75.safetensors
emnist,deep,drop,fifteen_1,15,2721,epoch10,none,3,0.9348055555555556,0.9321666666666667,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed2721\epoch10.safetensors
emnist,deep,drop,fifteen_1,15,2721,epoch10,hidden,3,0.22086111111111112,0.2255,D:\generating_vector_data\deep_emnist_subsets\emnist_deep_drop_named_fifteen_1\seed2721\epoch10.safetensors
