dataset,arch,config,K,prin_mean,prin_std,linear_mean,linear_std,n
mnist,deep,ln_drop,2,0.27154285714285714,0.05745873467521009,0.9880000000000001,0.0003265986323710913,7
mnist,deep,ln_drop,3,0.3106714285714286,0.02100021541839623,0.9880000000000001,0.0003265986323710913,7
mnist,deep,ln_drop,5,0.4688285714285714,0.04264456644895158,0.9880000000000001,0.0003265986323710913,7
mnist,deep,ln_drop,8,0.6110142857142857,0.04064445138726107,0.9880000000000001,0.0003265986323710913,7
mnist,deep,ln_drop,12,0.7173142857142858,0.035803418299161935,0.9880000000000001,0.0003265986323710913,7
mnist,deep,ln_drop,20,0.8166714285714286,0.014720701329048475,0.9880000000000001,0.0003265986323710913,7
mnist,deep,plain,1,0.09967142857142856,0.007267442073089704,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,2,0.18050000000000002,0.059604222445505756,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,3,0.25502857142857144,0.04989845402701084,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,5,0.4154714285714286,0.07593176134498908,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,8,0.5756,0.06250439984513086,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,12,0.6398571428571429,0.06346095537527667,0.9870142857142857,0.0009423880506963256,7
mnist,deep,plain,20,0.7177571428571429,0.033105430427794146,0.9870142857142857,0.0009423880506963256,7
mnist,shallow,drop,1,0.09942857142857144,0.004909078082394661,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,2,0.3710857142857143,0.05236962951213321,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,3,0.4362285714285714,0.055042702037772895,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,5,0.5284857142857143,0.04659382750863854,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,8,0.6554857142857143,0.04303879755799524,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,12,0.7374285714285714,0.051249771195772655,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,drop,20,0.8185714285714285,0.031900873252713846,0.9869571428571428,0.0007976154939508732,7
mnist,shallow,ln,1,0.10201428571428572,0.0009805246409084077,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,2,0.26925714285714286,0.06450493152059143,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,3,0.35387142857142856,0.04714314069178797,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,5,0.49957142857142856,0.06562519115618415,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,8,0.6593714285714285,0.028754345427298114,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,12,0.7683714285714285,0.033822217268422536,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln,20,0.8308,0.030548104141937638,0.9871857142857143,0.0010431180365112985,7
mnist,shallow,ln_drop,1,0.09962857142857143,0.004671086342495461,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,2,0.28622857142857144,0.04938936168466898,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,3,0.3712714285714286,0.05662165999820547,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,5,0.5166571428571428,0.037215805653998554,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,8,0.6354714285714286,0.02651727199931613,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,12,0.7052857142857143,0.02829213250896371,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,ln_drop,20,0.7883714285714286,0.027412631777200474,0.9870428571428571,0.0009306935457982066,7
mnist,shallow,plain,1,0.0974,0.0,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,2,0.231575,0.034901811250584516,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,3,0.3310125,0.05203302351117304,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,5,0.4506,0.06858006790814453,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,8,0.5965125,0.04337005014984424,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,12,0.7069,0.04188944633539232,0.9871125000000001,0.0003870677312453568,8
mnist,shallow,plain,20,0.7890375000000001,0.02022685184882424,0.9871125000000001,0.0003870677312453568,8
